,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect,Attempt
0,1,60,90,1910,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",0,7.2,91020.0,98064.0,330
1,2,60,102,1808,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",0,7.2,91020.0,98064.0,330
2,3,60,114,1694,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",0,7.2,91020.0,98064.0,330
3,4,60,77,1617,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",0,7.2,91020.0,98064.0,330
4,5,54,100,1517,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",1,7.2,91020.0,98064.0,330
5,6,54,128,1389,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",1,7.2,91020.0,98064.0,330
6,7,48,148,1241,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
7,8,48,174,1067,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
8,9,48,92,975,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
9,10,48,138,837,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
10,11,48,133,704,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
11,12,48,169,535,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
12,13,48,10,525,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
13,14,48,150,375,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
14,15,48,147,228,"Your revenue: $91,020, Perfect foresight strategy: $98,064, Difference: 7.2%",2,7.2,91020.0,98064.0,330
0,1,60,113,1887,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
1,2,60,133,1754,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
2,3,60,86,1668,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
3,4,60,89,1579,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
4,5,60,107,1472,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
5,6,60,126,1346,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
6,7,60,109,1237,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
7,8,60,143,1094,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",0,4.9,103716.0,109044.0,331
8,9,54,151,943,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
9,10,54,159,784,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
10,11,54,107,677,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
11,12,54,136,541,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
12,13,54,91,450,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
13,14,54,118,332,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",1,4.9,103716.0,109044.0,331
14,15,48,171,161,"Your revenue: $103,716, Perfect foresight strategy: $109,044, Difference: 4.9%",2,4.9,103716.0,109044.0,331
0,1,60,96,1904,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",0,0.9,104730.0,105642.0,332
1,2,60,137,1767,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",0,0.9,104730.0,105642.0,332
2,3,60,61,1706,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",0,0.9,104730.0,105642.0,332
3,4,54,87,1619,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
4,5,54,133,1486,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
5,6,54,196,1290,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
6,7,54,153,1137,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
7,8,54,70,1067,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
8,9,54,111,956,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
9,10,54,117,839,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",1,0.9,104730.0,105642.0,332
10,11,48,204,635,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",2,0.9,104730.0,105642.0,332
11,12,48,177,458,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",2,0.9,104730.0,105642.0,332
12,13,48,176,282,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",2,0.9,104730.0,105642.0,332
13,14,48,139,143,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",2,0.9,104730.0,105642.0,332
14,15,48,143,0,"Your revenue: $104,730, Perfect foresight strategy: $105,642, Difference: 0.9%",2,0.9,104730.0,105642.0,332
0,1,60,59,1941,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",0,3.9,73080.0,76056.0,333
1,2,48,82,1859,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
2,3,48,57,1802,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
3,4,48,87,1715,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
4,5,48,82,1633,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
5,6,48,80,1553,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
6,7,48,148,1405,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",2,3.9,73080.0,76056.0,333
7,8,36,127,1278,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
8,9,36,108,1170,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
9,10,36,98,1072,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
10,11,36,269,803,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
11,12,36,129,674,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
12,13,36,145,529,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
13,14,36,168,361,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
14,15,36,173,188,"Your revenue: $73,080, Perfect foresight strategy: $76,056, Difference: 3.9%",3,3.9,73080.0,76056.0,333
0,1,60,170,1830,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
1,2,60,155,1675,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
2,3,60,158,1517,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
3,4,60,99,1418,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
4,5,60,212,1206,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
5,6,60,154,1052,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
6,7,60,148,904,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
7,8,60,226,678,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
8,9,60,189,489,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
9,10,60,187,302,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",0,3.0,116376.0,120000.0,334
10,11,48,257,45,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",2,3.0,116376.0,120000.0,334
11,12,48,45,0,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",2,3.0,116376.0,120000.0,334
12,13,48,0,0,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",2,3.0,116376.0,120000.0,334
13,14,48,0,0,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",2,3.0,116376.0,120000.0,334
14,15,48,0,0,"Your revenue: $116,376, Perfect foresight strategy: $120,000, Difference: 3.0%",2,3.0,116376.0,120000.0,334
0,1,60,97,1903,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",0,4.9,96900.0,101856.0,335
1,2,54,93,1810,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
2,3,54,144,1666,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
3,4,54,175,1491,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
4,5,54,81,1410,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
5,6,54,154,1256,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
6,7,54,135,1121,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
7,8,54,160,961,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
8,9,54,52,909,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
9,10,54,119,790,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
10,11,54,66,724,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
11,12,54,113,611,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",1,4.9,96900.0,101856.0,335
12,13,48,169,442,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",2,4.9,96900.0,101856.0,335
13,14,48,123,319,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",2,4.9,96900.0,101856.0,335
14,15,48,152,167,"Your revenue: $96,900, Perfect foresight strategy: $101,856, Difference: 4.9%",2,4.9,96900.0,101856.0,335
0,1,60,117,1883,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
1,2,60,101,1782,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
2,3,60,137,1645,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
3,4,60,103,1542,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
4,5,60,130,1412,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
5,6,60,105,1307,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
6,7,60,136,1171,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
7,8,60,131,1040,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
8,9,60,62,978,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
9,10,60,125,853,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
10,11,60,145,708,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",0,0.4,112842.0,113274.0,336
11,12,54,146,562,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",1,0.4,112842.0,113274.0,336
12,13,54,173,389,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",1,0.4,112842.0,113274.0,336
13,14,48,142,247,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",2,0.4,112842.0,113274.0,336
14,15,48,235,12,"Your revenue: $112,842, Perfect foresight strategy: $113,274, Difference: 0.4%",2,0.4,112842.0,113274.0,336
0,1,60,117,1883,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
1,2,60,131,1752,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
2,3,60,114,1638,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
3,4,60,95,1543,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
4,5,60,46,1497,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
5,6,60,88,1409,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
6,7,60,89,1320,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
7,8,60,127,1193,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
8,9,60,80,1113,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
9,10,60,112,1001,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
10,11,60,75,926,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",0,6.2,101160.0,107802.0,337
11,12,54,139,787,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",1,6.2,101160.0,107802.0,337
12,13,54,117,670,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",1,6.2,101160.0,107802.0,337
13,14,48,190,480,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",2,6.2,101160.0,107802.0,337
14,15,48,287,193,"Your revenue: $101,160, Perfect foresight strategy: $107,802, Difference: 6.2%",2,6.2,101160.0,107802.0,337
0,1,60,66,1934,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",0,2.5,85440.0,87600.0,338
1,2,54,98,1836,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",1,2.5,85440.0,87600.0,338
2,3,48,139,1697,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
3,4,48,78,1619,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
4,5,48,154,1465,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
5,6,48,104,1361,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
6,7,48,67,1294,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
7,8,48,123,1171,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
8,9,48,54,1117,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
9,10,48,122,995,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",2,2.5,85440.0,87600.0,338
10,11,36,255,740,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",3,2.5,85440.0,87600.0,338
11,12,36,264,476,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",3,2.5,85440.0,87600.0,338
12,13,36,199,277,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",3,2.5,85440.0,87600.0,338
13,14,36,267,10,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",3,2.5,85440.0,87600.0,338
14,15,36,10,0,"Your revenue: $85,440, Perfect foresight strategy: $87,600, Difference: 2.5%",3,2.5,85440.0,87600.0,338
0,1,60,108,1892,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",0,6.0,99768.0,106098.0,339
1,2,60,119,1773,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",0,6.0,99768.0,106098.0,339
2,3,60,123,1650,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",0,6.0,99768.0,106098.0,339
3,4,60,105,1545,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",0,6.0,99768.0,106098.0,339
4,5,54,151,1394,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
5,6,54,102,1292,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
6,7,54,146,1146,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
7,8,54,157,989,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
8,9,54,131,858,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
9,10,54,144,714,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
10,11,54,101,613,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
11,12,54,84,529,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
12,13,54,137,392,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
13,14,54,131,261,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
14,15,54,58,203,"Your revenue: $99,768, Perfect foresight strategy: $106,098, Difference: 6.0%",1,6.0,99768.0,106098.0,339
0,1,60,115,1885,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
1,2,60,116,1769,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
2,3,60,70,1699,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
3,4,60,172,1527,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
4,5,60,74,1453,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
5,6,60,119,1334,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
6,7,60,89,1245,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
7,8,60,124,1121,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
8,9,60,192,929,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
9,10,60,140,789,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",0,3.3,107736.0,111366.0,340
10,11,54,131,658,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",1,3.3,107736.0,111366.0,340
11,12,54,99,559,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",1,3.3,107736.0,111366.0,340
12,13,54,168,391,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",1,3.3,107736.0,111366.0,340
13,14,48,164,227,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",2,3.3,107736.0,111366.0,340
14,15,48,119,108,"Your revenue: $107,736, Perfect foresight strategy: $111,366, Difference: 3.3%",2,3.3,107736.0,111366.0,340
0,1,60,95,1905,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",0,1.4,104334.0,105822.0,341
1,2,54,111,1794,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
2,3,54,129,1665,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
3,4,54,131,1534,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
4,5,54,159,1375,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
5,6,54,86,1289,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
6,7,54,107,1182,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
7,8,54,136,1046,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
8,9,54,71,975,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
9,10,54,136,839,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
10,11,54,133,706,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",1,1.4,104334.0,105822.0,341
11,12,48,251,455,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",2,1.4,104334.0,105822.0,341
12,13,48,165,290,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",2,1.4,104334.0,105822.0,341
13,14,48,197,93,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",2,1.4,104334.0,105822.0,341
14,15,48,93,0,"Your revenue: $104,334, Perfect foresight strategy: $105,822, Difference: 1.4%",2,1.4,104334.0,105822.0,341
0,1,60,85,1915,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",0,0.2,99282.0,99504.0,342
1,2,60,50,1865,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",0,0.2,99282.0,99504.0,342
2,3,60,122,1743,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",0,0.2,99282.0,99504.0,342
3,4,54,65,1678,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",1,0.2,99282.0,99504.0,342
4,5,48,122,1556,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
5,6,48,77,1479,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
6,7,48,154,1325,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
7,8,48,188,1137,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
8,9,48,81,1056,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
9,10,48,244,812,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
10,11,48,239,573,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
11,12,48,145,428,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
12,13,48,149,279,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
13,14,48,167,112,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
14,15,48,108,4,"Your revenue: $99,282, Perfect foresight strategy: $99,504, Difference: 0.2%",2,0.2,99282.0,99504.0,342
0,1,60,148,1852,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
1,2,60,175,1677,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
2,3,60,214,1463,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
3,4,60,139,1324,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
4,5,60,168,1156,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
5,6,60,153,1003,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
6,7,60,66,937,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
7,8,60,211,726,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
8,9,60,148,578,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
9,10,60,195,383,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
10,11,60,181,202,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
11,12,60,199,3,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,119982.0,120000.0,343
12,13,54,3,0,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",1,0.0,119982.0,120000.0,343
13,14,54,0,0,"Your revenue: $119,982, Perfect foresight strategy: $120,000, Difference: 0.0%",1,0.0,119982.0,120000.0,343
